ID,Area,City,Restaurant,Price,Avg ratings,Total ratings,Food type,Address,Delivery time,Normalized Restaurant
82375,Vadgaon Budruk,Pune,Hotel Lazeez,500,3.9,50,Seafood,Narhe,81,hotel lazeez
82407,Toli Chowki,Hyderabad,Hotel Rumaan,300,4.2,1000,"Biryani,Tandoor,North Indian,Chinese,Kebabs,Mughlai",Tolichowki Road,61,hotel rumaan
82499,Domlur,Bangalore,Ubq By Barbeque Nation,300,3.9,100,"North Indian,Mughlai,Seafood,Biryani,Desserts,Kebabs",Mg Road Lido Mall,48,ubq by barbeque nation
82509,Ghatkopar West,Mumbai,Deepa,400,4.2,20,"Hyderabadi,North Indian,Tandoor,Chinese",Ghatkopar West,56,deepa
82634,Chembur,Mumbai,Guddu Daa Dhaba,350,3.8,100,North Indian,Chembur,51,guddu daa dhaba
82818,Abids,Hyderabad,Lavish Corner,120,3.9,100,"Chinese,Indian,Beverages,Snacks",Chapel Road,29,lavih corner
82844,Mehdipatnam,Hyderabad,Al Baik Shawarma,200,4.2,20,Arabian,Gudi Malkapur,49,al baik hawarma
82875,Padmarao Nagar,Hyderabad,Reddy Military Hotel,250,3.7,100,"South Indian,Hyderabadi,Chinese,North Indian,Andhra",Walker Town,47,reddy military hotel
82956,Jamalia,Chennai,A R Rahman Bistro,300,4.2,20,"North Indian,Arabian,Chinese",Perambur,49,a r rahman bitro
83041,Kothrud,Pune,Lassi Wassi,150,4.6,100,Beverages,Kothrud,58,lai wai
83078,Central Kolkata,Kolkata,Awadhi Biryani Darbar,400,2.9,80,Mughlai  Biryani  Indian  Tandoor  North Indian,Beside Tarulia Kali Mandir,46,awadhi biryani darbar
83081,Kalighat,Kolkata,Sweetish House Mafia,400,4.5,100,"Desserts,Beverages,Ice Cream,Bakery,Sweets",Raja Basanta Roy Road,77,weetih houe mafia
83230,Old Malakpet,Hyderabad,Al Baik Shawarma & Juice Point,250,4.1,20,"Juices,Fast Food",Jamal Colony,27,al baik hawarma & juice point
83293,Vesu,Surat,Kitchens Badshah,400,4.3,100,"North Indian,Punjabi",Nr Vr Mall Dumas Road,61,kitchen badhah
83296,Narayan Peth,Pune,Pk Biryani House (Deccan),200,4.1,1000,"Biryani,Maharashtrian,North Indian,Mughlai,Hyderabadi,Indian",Deccan Gymkhana,36,pk biryani houe (deccan)
83488,Golf Green,Kolkata,Cookies & Cakes,200,4.4,1000,Desserts,Jadavpur,80,cookie & cake
83516,Bhowanipore,Kolkata,Artsy Coffee & Culture,700,4.3,50,"Continental,European,Asian",Ajc Bose Road Minto Park,66,arty coffee & culture
83528,Rohini,Delhi,Canteen Central - Burgers Pastas And More,300,4.0,100,"American,Pastas,Fast Food,Snacks,Desserts,Beverages,Asian,Italian,Tibetan,North Indian",Rohini,33,canteen central - burger pata & more
83822,Palanpur,Surat,Saffron Restaurant Banquet,250,4.4,100,"Indian,Punjabi,Chinese",Palanpur Canal Road,58,affron retaurant banquet
83833,Bidhannagar,Kolkata,Burger Cafe,200,2.8,20,Fast Food,Burger Cafe,77,burger cafe
83837,Bidhannagar,Kolkata,Shawarma City,200,3.6,100,Lebanese,Sector 5,75,hawarma city
83839,Ballygunge,Kolkata,Cocoa Bakery- Ballygunge,500,4.5,100,Desserts  Continental  Italian,Dr Amiya Bose Sarani Road,52,cocoa bakery- ballygunge
84139,T. Nagar,Chennai,Chai Kanth,150,4.1,100,Beverages,T Nagar,70,chai kanth
84140,Kodungaiyur,Chennai,Yunoos Restaurant,300,4.2,100,"South Indian,Chinese",Perambur,57,yunoo retaurant
84174,Antop Hill,Mumbai,Jaybharat Bar & Restaurant,500,2.9,80,North Indian,Sion  Bhakti Park,66,jaybharat bar & retaurant
84222,Taltala,Kolkata,Taj Biryani And Restaurant,250,4.1,50,"Biryani,Mughlai",Lenin Saran,42,taj biryani & retaurant
84264,Powai,Mumbai,Fuel Up,250,2.9,80,Healthy Food  Salads  Continental,Powai,50,fuel up
84340,Kasba,Kolkata,Kasba Korner,300,3.8,500,"Indian,Chinese,Combo,Biryani",Near Rattala More,74,kaba korner
84417,Karve Nagar,Pune,Rassaa - Jasa Hava Tassaa,500,2.9,80,"North Indian,Indian",Sinhgad Road,61,raaa - jaa hava taaa
84836,Kothapet,Hyderabad,Mithaiwala,400,4.3,500,"Sweets,Desserts,Snacks,Chaat",Kothapet,47,mithaiwala
84962,Bidhannagar,Kolkata,Curry Nation,500,2.9,80,"Indian,Chinese",Sector-3,68,curry nation
85218,Paschim Vihar,Delhi,Grills And Buns,200,3.8,100,"Fast Food,Snacks,Combo,Italian,Beverages,Continental",Paschim Vihar,50,grill & bun
85253,Andheri East,Mumbai,Live Bakers,300,4.1,20,Desserts,Andheri East,56,live baker
85642,Topsia,Kolkata,Albela Biryani,200,4.1,50,"Biryani,Tandoor",Ruby,70,albela biryani
85719,Athwa,Surat,Klassic Restaurant,450,4.4,100,"North Indian,Chinese,Punjabi",Amizara Apartment,34,klaic retaurant
85848,Kalighat,Kolkata,Banani'S Kitchen,200,3.3,50,"Indian,Bengali,Fast Food,Snacks,Home Food,Pastas",Mudiali,76,banani kitchen
85971,Banjara Hills,Hyderabad,Burgasm,350,4.3,100,"Fast Food,American",Rd No.5,63,burgam
86078,Dhankawadi,Pune,Kraks N Bruns,350,3.8,50,"Continental,Desserts,Bakery",Dhankawadi Pune,65,krak n brun
86084,Kondhwa,Pune,Karim'S Cafe,250,4.3,50,"Chinese,Fast Food,Beverages",Kondhwa Pune,72,karim cafe
86087,Jodhpur Village,Ahmedabad,Xocolat Chocolatiers Cafe & Bakery,250,2.9,80,"Desserts,Beverages,Fast Food",Satellite,47,xocolat chocolatier cafe & bakery
86175,Baguihati,Kolkata,Chinese Plaza Momo Centre,300,4.1,50,"Chinese,Fast Food",Baguihati Main Road,90,chinee plaza momo centre
86248,Bandra East,Mumbai,Siddhivinayak Tiffin,300,4.3,50,"Indian,Punjabi",Bandra East,46,iddhivinayak tiffin
86477,Ambawadi,Ahmedabad,Umami By Curries,850,4.4,100,"Indian,Chinese",Navrangpura,44,umami by currie
86724,Thousand Lights,Chennai,Nasi And Mee,1200,4.5,500,"Pan-Asian,Singaporean,Malaysian,Japanese,Asian,Thai,Chinese,Indonesian",Nungambakkam,50,nai & mee
86834,Jodhpur Park,Kolkata,Wok Up,350,4.2,500,"Chinese,Thai,Seafood,Asian",Silver Line Eye Hospital,83,wok up
87071,Sion,Mumbai,Only Bhuna,400,2.9,80,North Indian,Chunabhatti,57,only bhuna
87077,Andheri East,Mumbai,Frisbees,300,3.7,20,American  Fast Food,4  Uttam Niwas  Marol,56,fribee
87100,Indiranagar,Bangalore,Akkad Bakkad - Kids Meals,400,2.9,80,"North Indian,Punjabi,Street Food,South Indian",Cmh Road,53,akkad bakkad - kid meal
87112,Tingre Nagar,Pune,Uncle'S Kitchen.,400,3.9,100,"Chinese,North Indian,Italian",Vishrantwadi,71,uncle kitchen.
87296,New Magdalla,Surat,Yadav Omlet Center,300,2.9,80,"Thalis,Combo",Dumas Road,66,yadav omlet center
87551,Royapuram,Chennai,Banana Leaf,300,3.8,50,"South Indian,Biryani,Chinese",Royapuram,54,banana leaf
87903,Khamasa,Ahmedabad,Iqbal Hotel,350,4.0,100,"Indian,Chinese,Mughlai,North Indian,Desserts,Fast Food",Jamalpur,46,iqbal hotel
87975,Ballygunge,Kolkata,Fusion Fantasea,800,4.2,50,"Coastal,Arabian,Tribal",Southern Avenue,77,fuion fantaea
88022,Powai,Mumbai,Global Foodie,500,2.9,80,"Italian,Chinese,Burmese,Pan-Asian,Thai,Malaysian,Oriental,Italian-American,Pastas",Other,55,global foodie
88070,Padmarao Nagar,Hyderabad,Lucky'S Biryani House,400,3.8,100,Biryani  Chinese,Warasiguda X Road,48,lucky biryani houe
88325,Parvati Paytha,Pune,Mehfil Restaurant & Bar,300,4.4,50,"Chinese,North Indian",Satara Road,57,mehfil retaurant & bar
88440,Ghansi Bazaar,Hyderabad,Hotel Shadab,400,4.1,5000,"Biryani,North Indian,Chinese,Kebabs",High Court Road,37,hotel hadab
88503,Kalyani Nagar,Pune,Steakhouse,300,4.6,100,Continental,Viman Nagar,63,teakhoue
88532,Aliabad,Hyderabad,Al Hashmi Arabian Shawarma & Fast Food,150,3.6,100,Fast Food,Shah Ali Banda Rd,57,al hahmi arabian hawarma & fat food
88650,Malleswaram,Bangalore,D-Zaprino,300,3.9,100,"North Indian,Continental,American,Desserts,Fast Food,Italian,Beverages,Seafood",Malleswaram,63,d-zaprino
88711,Old Washermanpet,Chennai,Nizam Biryani Catering,400,4.2,500,"Biryani,Chinese",Royapuram,56,nizam biryani catering
88745,Shivajinagar,Pune,Fc Road Social,600,3.9,100,"Indian,Chinese,South Indian,American,Fast Food,Kebabs,Mughlai,Biryani,Combo",Fc Road,40,fc road ocial
88858,Paschim Vihar,Delhi,Pizza Pepper,500,2.9,80,"Fast Food,Italian",Gtb Nagar,57,pizza pepper
88966,Mehdipatnam,Hyderabad,Sri Vasavi Grand,150,4.0,500,"South Indian,Chinese",Vv Colony,52,ri vaavi grand
89254,Madannapet Colony,Hyderabad,Redaan Restaurant,250,3.8,1000,"Chinese,Biryani,Kebabs,Haleem",Banu Nagar,41,redaan retaurant
89378,Saki Naka,Mumbai,The Spot,300,2.8,20,Fast Food,Marol,41,the pot
89571,Rohini,Delhi,Ubq By Barbeque Nation,300,3.9,500,"North Indian,Mughlai,Seafood,Biryani,Desserts,Kebabs",Rohini West Metro Station Complex,38,ubq by barbeque nation
89648,Ballygunge,Kolkata,Saiqa Restaurant,200,4.1,500,"Indian,Mughlai,Fast Food",Park Street Area,59,aiqa retaurant
89691,Anna Nagar,Chennai,Cheesy Juicy Burgers,450,3.9,50,"Fast Food,Continental",Anna Nagar,60,cheey juicy burger
90306,Umarwada,Surat,Cafe Coffee Day,300,4.6,50,"Beverages,Snacks,Desserts",Sahara Darwaja,39,cafe coffee day
90317,Kondhwa,Pune,Lazeez Fast Food,450,2.9,80,Chinese,Kondhwa Khurd,70,lazeez fat food
90466,Andheri East,Mumbai,Gluttony,500,4.0,100,"Bakery,Desserts,Fast Food,Beverages",Marol,56,gluttony
90561,New Malakpet,Hyderabad,Lassi Corner Malakpet,150,3.7,100,Beverages,Behind Super Bazar Bus Stop,33,lai corner malakpet
90694,Anna Nagar,Chennai,Happy Cake Stories,350,3.8,20,Bakery,Anna Nagar,76,happy cake torie
90712,Thousand Lights,Chennai,Ubq By Barbeque Nation,300,3.9,100,"North Indian,Mughlai,Seafood,Biryani,Desserts,Kebabs",Thousand Light West,50,ubq by barbeque nation
90842,Kalighat,Kolkata,Peep Inn,400,3.9,50,"Chinese,North Indian",S.P. Mukherjee Road Southern Aveneu,74,peep inn
90900,Andheri East,Mumbai,Afra Mughlai Darbar,450,4.5,50,Indian  Chinese  Desserts  Juices,Marol,54,afra mughlai darbar
90911,Chennai,Chennai,Chennai Rawther Biriyani,300,4.2,100,"Chinese,North Indian,Biryani",Koyambedu,76,chennai rawther biriyani
91215,Ballygunge,Kolkata,Beefy Affair,300,4.0,100,"Tibetan,Italian,Mughlai,Chinese,Kerala",Bright Street Park Circus Area,68,beefy affair
91216,Ballygunge,Kolkata,Stoner'S Paradise,200,3.8,50,"Desserts,Fast Food,American,Beverages,Combo",Bright Street Park Circus Area,68,toner paradie
91289,Bidhannagar,Kolkata,Snacky Chicken,250,4.1,100,"American,Biryani,Pastas,Combo,Continental,Tibetan,Fast Food,Beverages,Salads",Ib Block Broadway Mall Sector,59,nacky chicken
91305,Kalighat,Kolkata,Wasabee Deshapriya Park,1000,3.9,100,"Japanese,Chinese,Thai,Malaysian,Indonesian,Burmese,Singaporean",Motilal Nehru Road,74,waabee dehapriya park
91323,Baguihati,Kolkata,Raksahb,300,4.4,50,"Indian,Chinese,Tandoor",Lake Town,90,rakahb
91408,Toli Chowki,Hyderabad,Mohammed'S Shawarma,150,4.0,500,Arabian,Nanal Nagar,55,mohammed hawarma
91458,Kothrud,Pune,Sugardough,300,2.9,80,"Continental,American,Desserts,Fast Food,Bakery",Mayur Colony,60,ugardough
91629,Pulikeshi Nagar,Bangalore,Sheeshkebab,600,4.2,100,"Persian,Arabian,Indian,Middle Eastern,Biryani",Mm Road,55,heehkebab
91699,Uppal,Hyderabad,Master Chef Restaurant,300,3.8,1000,"Chinese,Biryani,Mughlai,North Indian",Uppal X Roads,62,mater chef retaurant
91758,Behala,Kolkata,Dough Knots,200,4.1,100,Desserts  Bakery  Snacks,Roy Bahadur Road  Near Leather Company,87,dough knot
91781,Annanagar East,Chennai,Italian Pizza,200,3.4,20,"Italian,Continental",Annanagar East,62,italian pizza
91817,Pitampura,Delhi,Burgrill - The Win Win Burger,250,4.4,100,"Salads,Fast Food,Desserts,Continental,Beverages,American",Pitampura,46,burgrill - the win win burger
91969,Deccan Gymkhana,Pune,Venky'S Xprs (Shivaji Nagar),300,4.5,50,Fast Food,Shivaji Nagar,36,venky xpr (hivaji nagar)
92151,Sadashiv Peth,Pune,Cafe Durga,100,4.2,20,Fast Food,Swargate,47,cafe durga
92270,Redhills,Hyderabad,Khan-E-Khaas,200,4.3,20,Fast Food,Opp Hp Petrol Pump,47,khan-e-khaa
92282,Langar Houz,Hyderabad,Dairy Den,200,4.2,20,Ice Cream  Desserts  Beverages,Gudimalkapur,54,dairy den
92384,Indiranagar,Bangalore,Ambur Star Briyani Since 1890,600,4.3,1000,"Biryani,Chettinad,Andhra,Beverages,Seafood",Stage 2,48,ambur tar briyani ince 1890
92403,Kilpauk,Chennai,Juice Junction,150,4.6,500,"Juices,Beverages",Kilpauk Garden,54,juice junction
92796,Perambur,Chennai,Riyas Briyani,250,4.0,100,"Biryani,Tandoor,Chinese,North Indian",Kolathur,60,riya briyani
92830,Padmarao Nagar,Hyderabad,1D Cafe,200,3.7,20,Cafe,Padmarao-Nagar,53,1d cafe
93035,Khilwat,Hyderabad,Dairy Den,200,3.5,20,"Desserts,Ice Cream,Beverages",Chowmahallal Palace,51,dairy den
93152,Adajan,Surat,Bhai Bhai Omelette,300,4.3,100,Biryani,B/S Bhulka Bhawan School,38,bhai bhai omelette
93430,Adajan,Surat,Veera'S Kitchen,500,4.2,100,"Biryani,Mughlai,North Indian,Indian,Chinese,Tandoor,Hyderabadi",Opp Income Tax Office,48,veera kitchen
93439,Andheri East,Mumbai,Swad Desi,200,2.9,80,Asian  Fast Food  Chinese  Combo,Andheri East,60,wad dei
93695,Piplod,Surat,Shree Ganesh Omlet,300,2.9,80,Fast Food,Um Road Vesu,63,hree ganeh omlet
93802,Ashok Nagar,Bangalore,Anupams Coast Ii Coast,1200,4.0,100,"Mangalorean,Chinese,North Indian,Mughlai,Punjabi,Awadhi",Church Street,36,anupam coat ii coat
94075,Balavinayagar Nagar,Chennai,Vigrama Hotel,250,4.1,50,South Indian,Arumbakkam,61,vigrama hotel
94091,Jam Bagh,Hyderabad,Nrs Mamatha Darshini,150,4.3,500,"South Indian,Chinese",Gowliguda Main Road,28,nr mamatha darhini
94363,Vastrapur,Ahmedabad,Tuli'S Restaurant,200,3.9,100,"Bengali,North Indian,Biryani,Tandoor",Sandesh Press Roadbodakdev,48,tuli retaurant
94366,Koramangala - Bangalore,Bangalore,Kitchens Of Punjab,350,2.9,80,"Punjabi,North Indian,Thalis,Desserts,Beverages",5Th Block,61,kitchen of punjab
94417,Punjab Bagh,Delhi,The Pizza Dough,200,2.7,20,"Continental,American,Fast Food,Italian,Mexican,Beverages",Club Road,76,the pizza dough
94438,Ballygunge,Kolkata,Adil Biryani Centre,200,4.1,1000,Biryani,Shamshul Road Park Circus,58,adil biryani centre
94441,Baranagar,Kolkata,'@69 Food Zone,200,3.8,500,"Fast Food,Indian,Chinese",Sinthee More Near R.B.T School,69,@69 food zone
94782,Machuabazar,Kolkata,New Zoya Biryani,200,3.7,100,Mughlai,Maniktala,41,new zoya biryani
94832,Sion,Mumbai,Suraj Chinese Corner,250,4.1,100,Chinese  Beverages,Sion,51,uraj chinee corner
94908,Ghatkopar West,Mumbai,Decent Restaurant,400,3.8,50,Chinese  North Indian,Near Vikhroli Fire Station,54,decent retaurant
95206,Choolaimedu,Chennai,Mujiba Restaurant,300,2.9,80,"Indian,Chinese",Imbarjapuram 1St Street,92,mujiba retaurant
95278,Topsia,Kolkata,Delhi Cake Point,200,4.3,20,"Bakery,Fast Food",Indian Leather Complex,73,delhi cake point
95365,Koregaon Park,Pune,Chafa Cafe And Studio,900,4.6,100,"Italian-American,Fast Food,Continental",Kalyani,58,chafa cafe & tudio
95862,Satellite,Ahmedabad,Goodluck Chicken Hub,500,2.9,80,"North Indian,Chinese,Tandoor,Biryani",Sg Highway,47,goodluck chicken hub
96020,Amberpet,Hyderabad,Papaji-Da-Dhaba,200,4.0,1000,"North Indian,Chinese,Tandoor",New Nallakunta,35,papaji-da-dhaba
96386,Shahpore,Surat,Favourite Pizza And Grill,200,4.3,100,"Pizzas,Fast Food,Street Food,Indian,Mughlai",Shahpore,38,favourite pizza & grill
96618,Saki Naka,Mumbai,Chakra,600,4.3,100,"Indian,Chinese",Sakinaka,45,chakra
96619,Saki Naka,Mumbai,Sudarshan Veg Restaurant,700,4.4,500,"Indian,Chinese,South Indian",Sakinaka,39,udarhan veg retaurant
96989,Kondhwa,Pune,Rasoi Punjab,400,3.5,20,"North Indian,Seafood",Kondhwa,70,raoi punjab
96990,Kondhwa,Pune,Hotel Malabar,400,3.3,20,"Chinese,North Indian",Kondhwa,80,hotel malabar
97000,Baner,Pune,Hotel Mahabaleshwar,500,4.5,100,North Indian,Baner,67,hotel mahabalehwar
97132,Visharant Wadi,Pune,Kirti Restaurant & Bar,400,3.8,20,"Chinese,North Indian,Desserts,Fast Food,Beverages,Seafood",Vishrantwadi,64,kirti retaurant & bar
97413,Paikpara,Kolkata,Abar Bangali,300,3.8,100,Bengali,Sarba Khan Road Kolkata,66,abar bangali
97418,Teynampet,Chennai,Sweetsoul Buddha Bowls,1100,4.5,100,"Healthy Food,Salads,Desserts",Hotel Raj Park,64,weetoul buddha bowl
97485,Basheer Bagh,Hyderabad,The Thick Shake Factory,250,4.3,100,Beverages,Abids,27,the thick hake factory
97522,Kankurgachi,Kolkata,Flame & Grill,900,4.5,20,"North Indian,Continental",Mani Square Mall,67,flame & grill
97859,Tiretti,Kolkata,Ayan Fast Food Center,200,3.6,20,Indian,New Cit Road Near Tiretti Bazar Dalhousie Bbd Bagh,51,ayan fat food center
97890,Andheri East,Mumbai,180 Bistro,500,2.9,80,"Indian,Beverages,Biryani,Fast Food",Marol,58,180 bitro
98255,Andheri East,Mumbai,De Goa Kitchen,700,4.2,100,Goan  Seafood,Marol Sakinaka,57,de goa kitchen
98257,Chembur,Mumbai,Pot Pourri,1000,4.1,20,Italian  Continental  Indian  Mexican,Chembur,59,pot pourri
98288,Guru Nanak Nagar,Pune,Aufside @ Hotfut,400,4.4,20,"North Indian,Continental,American,Fast Food,Chinese,Pizzas,Desserts",Swargate,53,aufide @ hotfut
98351,Saki Naka,Mumbai,The Bombay Rasoi (North Indian Chinese),300,2.9,80,"North Indian,Chinese,Tandoor,Combo",Kurla,43,the bombay raoi (north indian chinee)
98817,Annanagar East,Chennai,Chennai Rawther,300,3.9,100,"Biryani,South Indian,North Indian,Chinese",Anna Nagar East,64,chennai rawther
98822,Karve Nagar,Pune,Pramit Veg Non Veg,300,2.9,80,"North Indian,Fast Food",Kothrud,59,pramit veg non veg
98927,Kurla,Mumbai,Urban Jalsa,400,4.3,100,"Fast Food,Continental,Chinese,Special Discount from (The Scoop)",Kurla,33,urban jala
99085,Ayanavaram,Chennai,Hotel Noor,350,4.2,100,Indian,Perambur,52,hotel noor
99297,Paldi,Ahmedabad,Pickmeal,500,4.2,100,Indian,Ellisbridge,28,pickmeal
99304,Kankurgachi,Kolkata,Jungle Safari,900,4.3,20,North Indian,Mani Square Mall,58,jungle afari
99341,Gopalapuram,Chennai,Cafe Clock,200,4.7,100,"Beverages,Ice Cream",Royepettah,49,cafe clock
99494,Kondhwa,Pune,Grub Jars,700,4.0,50,Fast Food,Hadapsar,78,grub jar
99901,Kondhwa,Pune,Double Tea Cafe,200,4.1,20,"Chinese,Fast Food",Kondhwa,70,double tea cafe
100185,New Magdalla,Surat,Cookie Man,140,2.9,80,"Bakery,Desserts,Australian,Snacks,Cafe",Vr Mall Dumas Road,64,cookie man
100325,Kondhwa,Pune,Filli Bites,200,4.3,500,"Arabian,Snacks,Fast Food",Kondhwa,66,filli bite
100398,Topsia,Kolkata,Momo'S Point,150,3.6,20,"Chinese,Tibetan,Snacks",Picnic Garden,67,momo point
100721,Khatodra Wadi,Surat,Mcdonald'S,400,4.3,500,"American,Fast Food",Reliance Mall,33,mcdonald
100748,Andheri East,Mumbai,Spice Of Kerala,450,4.1,100,Kerala,Marol Sakinaka,54,pice of kerala
100749,Chembur,Mumbai,Oye Kiddan,300,4.0,1000,North Indian,Chembur,39,oye kiddan
100853,Jodhpur Park,Kolkata,The Tavern Cafe,600,2.9,80,"Italian,Chinese,Continental",Prince Anwar Shah Road,95,the tavern cafe
100942,Somajiguda,Hyderabad,Lucky Multicuisine Restaurant,350,3.9,1000,"North Indian,South Indian,Tandoor,Biryani",Raj Bhavan Quarters Colony,51,lucky multicuiine retaurant
100958,Teynampet,Chennai,Pizza Shop,400,3.7,20,"Pizzas,Italian,Continental,American,Chinese,Snacks,Desserts,Beverages",Teynampet,70,pizza hop
101421,College Square,Kolkata,Mughal Arsalan Biryani,200,4.0,5000,"Indian,Biryani",Mg Road,31,mughal aralan biryani
101438,Ballygunge,Kolkata,Crystaline,400,4.4,20,"North Indian,Chinese,Tandoor",Gariahat,72,crytaline
101496,Pitam Pura,Delhi,Oriental Mom,600,4.2,100,"Asian,Chinese,Thai,Burmese",Pitampura,60,oriental mom
101568,Tolichowki,Hyderabad,Tasty Fish Fry Point,200,4.1,20,Italian,Darusalam Road Goshal Road,35,taty fih fry point
101631,Egmore,Chennai,Zam Zam Fast Food,300,3.9,500,Fast Food,Narayanan Street,34,zam zam fat food
101652,Annanagar East,Chennai,Get Diety,500,4.1,100,"Healthy Food,Continental,Salads,American,Italian,Seafood,Indian,Snacks,Keto,Juices",11Th Main Road,57,get diety
101751,Koramangala,Bangalore,Fiero! Pizzeria,400,3.9,500,"Pizzas,Italian,Pastas,Desserts,Beverages",Koramangala,57,fiero! pizzeria
101968,Koramangala,Bangalore,The Bier Library,600,4.3,50,"Continental,North Indian,Pizzas,American,Mexican,Italian,Beverages",Narayana Reddy Layout,61,the bier library
102148,Koramangala,Bangalore,Terra Bites,700,4.4,20,"Continental,American,Italian,Mexican",Koramangala 4Th Block,61,terra bite
102263,T. Nagar,Chennai,Shawarma Kadai,180,4.1,50,Arabian,Habibullah Road Tirumalai Pillai Road,62,hawarma kadai
102633,Dum Dum,Kolkata,Downtown Foodstop,300,4.0,20,"North Indian,Mughlai",North Twenty Four Parganas,82,downtown foodtop
103112,Powai,Mumbai,Ranjana'S Rannaghor - The Bengali Kitchen,200,4.0,100,"Bengali,North Indian,Biryani,Mughlai,Indian,Desserts,Seafood,Snacks,Beverages,Tandoor,Kebabs,Afghani,Thalis,Combo,Barbecue",Stanny Compound,47,ranjana rannaghor - the bengali kitchen
103420,Ambawadi,Ahmedabad,Food Mistri,350,4.1,20,"North Indian,Middle Eastern,Chinese",Prahlad Nagar,47,food mitri
103504,Nanpura,Surat,Chicken Hut,500,3.9,20,"Mughlai,Chinese,Biryani,Fast Food",Nanpura,40,chicken hut
104017,Kurla West,Mumbai,Konkan Swad,250,3.7,100,"Konkan,Seafood",Kurla,39,konkan wad
104293,Kasba,Kolkata,Burger In Law,350,4.3,500,"American,Fast Food,Beverages",Near Ballygunge Station,76,burger in law
104321,Tagore Garden Extension,Delhi,Empress Delhi,800,2.9,80,"Chinese,North Indian,Continental",Rajouri Garden,78,empre delhi
104409,Chembur,Mumbai,Sai Darshan,600,2.9,80,Indian,Chembur,50,ai darhan
104527,Boudhanagar Colony,Hyderabad,Meena Bakery,250,4.4,100,"Bakery,Fast Food",Padmarao Nagar,46,meena bakery
104544,Kachiguda,Hyderabad,Nikhils Hot&Spice Chinees Fast Food,300,4.0,1000,Chinese,Himayathnagar,26,nikhil hot&pice chinee fat food
104836,Bandra East,Mumbai,Devi Prasad,450,2.9,80,"Chinese,North Indian",Opp. Colgate Ground,50,devi praad
105252,Narayan Peth,Pune,Ubq By Barbeque Nation,300,4.0,100,"North Indian,Mughlai,Seafood,Biryani,Desserts,Kebabs",Deccan,39,ubq by barbeque nation
105268,Memnagar,Ahmedabad,Ubq By Barbeque Nation,300,3.7,500,"North Indian,Mughlai,Seafood,Biryani,Desserts,Kebabs",Ahmedabad-Satya One,36,ubq by barbeque nation
105483,Lakdikapul,Hyderabad,Suprabath Tiffins,300,4.2,20,South Indian,Public Garden Road,31,uprabath tiffin
105485,Humayun Nagar,Hyderabad,50 Fruits,150,4.3,100,"Juices,Beverages,Healthy Food",Humayun Nagar,49,50 fruit
105657,Chembur,Mumbai,Chembur Gymkhana (Phase 1),400,4.2,1000,Indian,Chembur,52,chembur gymkhana (phae 1)
105822,Kondhwa,Pune,Spice Culture,500,4.1,50,"Chinese,North Indian,Biryani,Continental,Thai,Pizzas,Pastas",Nibm,68,pice culture
105853,Gopipura,Surat,Abu Baba Pizza Corner,400,4.1,20,"Fast Food,North Indian",Muglisara,44,abu baba pizza corner
105909,Kurla,Mumbai,Minar Restaurant,500,2.9,80,Chinese,Kurla,42,minar retaurant
105990,Dahin Nagar,Surat,Lk Master Non-Veg,350,4.2,100,Gujarati,Jahangirpura,75,lk mater non-veg
